Frequency (Hz),Magnitude (Log Mag dB)
409369369,-116.3286667
410090090,-116.3286667
410810811,-117.6716667
411531532,-116.7123333
412252252,-117.0963333
412972973,-118.823
413693694,-118.2476667
414414414,-117.48
415135135,-117.6716667
415855856,-117.672
416576577,-118.0553333
417297297,-117.48
418018018,-118.2476667
418738739,-118.0556667
419459459,-117.864
420180180,-107.694
420900901,-119.015
421621622,-118.6313333
422342342,-118.4393333
423063063,-118.823
423783784,-118.2473333
424504505,-118.2476667
425225225,-118.0556667
425945946,-118.2476667
426666667,-118.823
427387387,-118.4393333
428108108,-118.2473333
428828829,-118.6313333
429549550,-118.4393333
430270270,-117.8636667
430990991,-117.672
431711712,-119.7826667
432432432,-119.9743333
433153153,-118.823
433873874,-119.974
434594595,-118.823
435315315,-119.399
436036036,-114.2176667
436756757,-114.7933333
437477477,-113.2583333
438198198,-110.38
438918919,-114.9853333
439639640,-114.9853333
440360360,-116.1366667
441081081,-118.4393333
441801802,-119.7823333
442522523,-119.5906667
443243243,-119.7826667
443963964,-118.823
444684685,-119.399
445405405,-119.207
446126126,-118.823
446846847,-118.823
447567568,-119.591
448288288,-118.4393333
449009009,-120.55
449729730,-119.591
450450450,-119.5903333
451171171,-118.4393333
451891892,-118.2476667
452612613,-116.904
453333333,-116.9043333
454054054,-113.0663333
454774775,-117.48
455495495,-118.0556667
456216216,-119.015
456936937,-119.015
457657658,-119.015
458378378,-118.823
459099099,-119.2066667
459819820,-119.207
460540541,-119.5903333
461261261,-113.4503333
461981982,-118.0556667
462702703,-118.6313333
463423423,-118.0556667
464144144,-119.9743333
464864865,-118.2473333
465585586,-119.7826667
466306306,-118.6313333
467027027,-118.4393333
467747748,-118.6313333
468468468,-117.8636667
469189189,-105.5833333
469909910,-93.68633333
470630631,-115.9446667
471351351,-119.3986667
472072072,-114.9856667
472792793,-110.956
473513514,-109.2286667
474234234,-113.642
474954955,-111.1476667
475675676,-102.321
476396396,-106.7343333
477117117,-106.5423333
477837838,-108.845
478558559,-115.3693333
479279279,-109.229
480000000,-105.5833333
480720721,-112.4906667
481441441,-118.439
482162162,-118.0556667
482882883,-118.6313333
483603604,-118.631
484324324,-117.0963333
485045045,-117.6716667
485765766,-118.6313333
486486486,-111.7233333
487207207,-111.915
487927928,-118.0556667
488648649,-118.823
489369369,-118.6313333
